aonde gastou,natureza do gasto,valor total,parcelas,no da parcela,valor unitário,tipo,comp,cartao,origem
Pao De Acucar-1770,Supermercado,60,,,60,Cartão de Crédito,,,base
Real Soares Brahma,Gastos com presentes,597.4,,,597.4,Cartão de Crédito,,,base
Pag*Zig,Restaurantes/ Bares/ Lanchonetes,42,,,42,Cartão de Crédito,,,base
Pag*Zig,Restaurantes/ Bares/ Lanchonetes,55.8,,,55.8,Cartão de Crédito,,,base
Ifd*La Sorgente Chena,Restaurantes/ Bares/ Lanchonetes,108,,,108,Cartão de Crédito,,,base
Pag*Zig,Restaurantes/ Bares/ Lanchonetes,48.6,,,48.6,Cartão de Crédito,,,base
Loja Finlandia Duque,Gastos pessoais,23.97,,,23.97,Cartão de Crédito,,,base
Expedito,Restaurantes/ Bares/ Lanchonetes,83.85,,,83.85,Cartão de Crédito,,,base
Pg *Bio2 Store (01/03),Cuidados Pessoais (Nutricionista / Medico / Suplemento),142.4,3.0,1.0,142.4,Cartão de Crédito,,,base
M&A Lava Rapido E Esta,Carro (Manutenção/ IPVA/ Seguro),75,,,75,Cartão de Crédito,shared,,base
Pag*Zig,Restaurantes/ Bares/ Lanchonetes,19.8,,,19.8,Cartão de Crédito,,,base
Esporte Clube Pinheiro,Restaurantes/ Bares/ Lanchonetes,47.5,,,47.5,Cartão de Crédito,,,base
Marilyn Brewhouse Gril,Restaurantes/ Bares/ Lanchonetes,61.49,,,61.49,Cartão de Crédito,,,base
Banca Bitencourt,Gastos pessoais,4,,,4,Cartão de Crédito,,,base
Tun*Farmaciaapp*Cartao,Farmácia,75.76,,,75.76,Cartão de Crédito,,,base
Carapreta*Carapretas(02/02),Restaurantes/ Bares/ Lanchonetes,244.5,2.0,2.0,244.5,Cartão de Crédito,,,base
Af Intern0231529068 (03/04),Viagens / Férias,1494.96,4.0,3.0,1494.96,Cartão de Crédito,,,base
Fisia Nike Ecommer (10/10),Gastos com presentes,129.99,10.0,10.0,129.99,Cartão de Crédito,,,base
Anuidade Diferenciad(05/12),"Gastos com mensalidades (Gympass, Spotfy, Unicef e Rappi)",0,12.0,5.0,0,Cartão de Crédito,,,base
Pao De Acucar-0061,Supermercado,261.56,,,261.56,Cartão de Crédito,,,base
Uber *Uber *Trip,Combustível/ Passagens/ Uber / Sem Parar,22.95,,,22.95,Cartão de Crédito,,,base
Uber *Uber *Trip,Combustível/ Passagens/ Uber / Sem Parar,24.95,,,24.95,Cartão de Crédito,,,base
Cemiterio De Congonhas,Restaurantes/ Bares/ Lanchonetes,10,,,10,Cartão de Crédito,,,base
Uber Uber *Trip Help U,Combustível/ Passagens/ Uber / Sem Parar,37.33,,,37.33,Cartão de Crédito,,,base
Uber *Uber *Trip,Combustível/ Passagens/ Uber / Sem Parar,31.01,,,31.01,Cartão de Crédito,,,base
Esporte Clube Pinheiro,Restaurantes/ Bares/ Lanchonetes,46.4,,,46.4,Cartão de Crédito,,,base
Papaiz Ibirapuera (01/02),Cuidados Pessoais (Nutricionista / Medico / Suplemento),135,2.0,1.0,135,Cartão de Crédito,,,base
Uber *Uber *Trip,Combustível/ Passagens/ Uber / Sem Parar,24.92,,,24.92,Cartão de Crédito,,,base
Uber *Uber *Trip,Combustível/ Passagens/ Uber / Sem Parar,12.96,,,12.96,Cartão de Crédito,,,base
Life Pong,Gastos pessoais,35,,,35,Cartão de Crédito,,,base
Uber *Uber *Trip,Combustível/ Passagens/ Uber / Sem Parar,11.95,,,11.95,Cartão de Crédito,,,base
Uber *Uber *Trip,Combustível/ Passagens/ Uber / Sem Parar,36.39,,,36.39,Cartão de Crédito,,,base
Pao De Acucar-0061,Supermercado,498.49,,,498.49,Cartão de Crédito,,,base
Pingueaqui,Restaurantes/ Bares/ Lanchonetes,129.8,,,129.8,Cartão de Crédito,,,base
Pousada Alapage Ltda(02/03),Viagens / Férias,317.47,3.0,2.0,317.47,Cartão de Crédito,,,base
Reserva Spiguatemi (02/03),Gastos pessoais,223,3.0,2.0,223,Cartão de Crédito,,,base
Einstein Jardins (05/06),Cuidados Pessoais (Nutricionista / Medico / Suplemento),250.94,6.0,5.0,250.94,Cartão de Crédito,,,base
Otica Carol (06/10),Cuidados Pessoais (Nutricionista / Medico / Suplemento),390,10.0,6.0,390,Cartão de Crédito,,,base
PIX ENVIADO Francisco Jose Puyol,Restaurantes/ Bares/ Lanchonetes,101,,,101,Conta Corrente,,,base
COMPRA CARTAO DEB MC 29/05 AJR,Restaurantes/ Bares/ Lanchonetes,23,,,23,Conta Corrente,,,base
PIX ENVIADO Antonio Carlos Rossetti,Cuidados Pessoais (Nutricionista / Medico / Suplemento),700,,,700,Conta Corrente,,,base
TAXAS DO DETRAN INTERNET SEFAZ SP TAXAS D,Gastos pessoais,127.69,,,127.69,Conta Corrente,,,base
PIX RECEBIDO GABRIEL MORINI,Restaurantes/ Bares/ Lanchonetes,-29.5,,,-29.5,Conta Corrente,,,base
PIX RECEBIDO 260/0001/0000000565205221,Restaurantes/ Bares/ Lanchonetes,-200,,,-200,Conta Corrente,,,base
PIX RECEBIDO RICARDO MARTINS,Restaurantes/ Bares/ Lanchonetes,-210,,,-210,Conta Corrente,,,base
PIX ENVIADO Ivone Duarte,Gastos com casa (outros),116.69,,,116.69,Conta Corrente,,,base
DEBITO AUT. CONTA GAS COMGAS,Conta de gás,56.49,,,56.49,Conta Corrente,shared,,base
PIX ENVIADO Michelle Louise Franzoni,Restaurantes/ Bares/ Lanchonetes,204.05,,,204.05,Conta Corrente,,,base
PIX ENVIADO Andrei Vieira,Gastos com presentes,63.31,,,63.31,Conta Corrente,,,base
TED ENVIADA 104-2926-000000284660,Financiamento/Condominio,4727.34,,,4727.34,Conta Corrente,shared,,base
PAGAMENTO DE BOLETO OUTROS BANCOS ZANGARI GESTAO DE SERVICO,Moradia (Financiamento/ Aluguel/ Condominio),1343.39,,,1343.39,Conta Corrente,shared,,base
DEBITO AUT. CTA ENERGIA ELETRICA ENEL ENERGIA,Conta de luz,245.11,,,245.11,Conta Corrente,shared,,base
PIX RECEBIDO - DIF TIT SUL AMERICA SERVICOS DE S,Cuidados Pessoais (Nutricionista / Medico / Suplemento),-675,,,-675,Conta Corrente,,,base
PIX ENVIADO Growth Supplements Prod A,Cuidados Pessoais (Nutricionista / Medico / Suplemento),85.68,,,85.68,Conta Corrente,,,base
PEDAGIO ELETRONICO - SEM PARAR SEM PARAR,Combustível/ Passagens/ Uber / Sem Parar,820.15,,,820.15,Conta Corrente,shared,,base
PIX RECEBIDO M3 MEDIACAO E CONCILIACAO,Restaurantes/ Bares/ Lanchonetes,-608.4,,,-608.4,Conta Corrente,,,base
PAGAMENTO DE BOLETO OUTROS BANCOS ZANGARI GESTAO DE SERVICO,Moradia (Financiamento/ Aluguel/ Condominio),74.25,,,74.25,Conta Corrente,shared,,base
Dm *Spotify,"Gastos com mensalidades (Gympass, Spotfy, Unicef e Rappi)",34.9,,,34.9,Cartão de Crédito,shared,,base
Amazon Br,Gastos com presentes,165.28,,,165.28,Cartão de Crédito,shared,,base
Claro Pgto Fatu Mensal,Planos de celular,265.39,,,265.39,Cartão de Crédito,shared,,base
Petlove*Order10302159,Gastos com Cachorro,112.04,,,112.04,Cartão de Crédito,shared,,base
Casasba*Casas Bahia (03/08),Gastos com casa (outros),140.59,8.0,3.0,140.59,Cartão de Crédito,shared,,base
Fisia Nike Ecommer (04/04),Gastos com presentes,199.99,4.0,4.0,199.99,Cartão de Crédito,shared,,base
Alo Bebe *9222 (04/04),Gastos com presentes,207.17,4.0,4.0,207.17,Cartão de Crédito,shared,,base
Smiles Fidel*Txaemba(06/10),Viagens / Férias,73.84,10.0,6.0,73.84,Cartão de Crédito,shared,,base
Azul We*Fj6zjwcalice(06/10),Viagens / Férias,496.37,10.0,6.0,496.37,Cartão de Crédito,shared,,base
Esfera (06/10),Viagens / Férias,794.5,10.0,6.0,794.5,Cartão de Crédito,shared,,base
Livelo (12/12),Viagens / Férias,220.5,12.0,12.0,220.5,Cartão de Crédito,shared,,base
Aldo Cubatao,Combustível/ Passagens/ Uber / Sem Parar,100,,,100,Cartão de Crédito,shared,,base
Riviera Loteria Ltda,Gastos com casa (outros),10.3,,,10.3,Cartão de Crédito,shared,,base
Auto Posto Sonimar,Combustível/ Passagens/ Uber / Sem Parar,157.88,,,157.88,Cartão de Crédito,shared,,base
Petlove Saude,"Gastos com mensalidades (Gympass, Spotfy, Unicef e Rappi)",49.9,,,49.9,Cartão de Crédito,shared,,base
Mister Plus Automotivo,Combustível/ Passagens/ Uber / Sem Parar,166.47,,,166.47,Cartão de Crédito,shared,,base
Uber *Uber *Trip,Combustível/ Passagens/ Uber / Sem Parar,23.23,,,23.23,Cartão de Crédito,shared,,base
Ec Pinheiros Restauran,Restaurantes/ Bares/ Lanchonetes,94.05,,,94.05,Cartão de Crédito,shared,,base
Nascimento Bateria (02/10),Carro (Manutenção/ IPVA/ Seguro),145,10.0,2.0,145,Cartão de Crédito,shared,,base
Azl Aero Vcp (04/04),Viagens / Férias,82,4.0,4.0,82,Cartão de Crédito,shared,,base
Pag*Mbsalimentose,Restaurantes/ Bares/ Lanchonetes,50,,,50,Cartão de Crédito,,,base
Bela Riviera Alimentos,Restaurantes/ Bares/ Lanchonetes,8.5,,,8.5,Cartão de Crédito,,,base
Rcp Comercio De Alimen,Restaurantes/ Bares/ Lanchonetes,30,,,30,Cartão de Crédito,,,base
Bela Riviera Alimentos,Restaurantes/ Bares/ Lanchonetes,76.46,,,76.46,Cartão de Crédito,,,base
Select Invicto,Gastos pessoais,32.44,,,32.44,Cartão de Crédito,,,base
Pag*Zig,Restaurantes/ Bares/ Lanchonetes,99,,,99,Cartão de Crédito,,,base
Carapreta*Carapretas(01/02),Gastos pessoais,244.5,2.0,1.0,244.5,Cartão de Crédito,,,base
Mtks Joias,Gastos com presentes,249,,,249,Cartão de Crédito,,,base
Pag*Icaseipresentes,Gastos com presentes,662.86,,,662.86,Cartão de Crédito,,,base
Mabe Comercio De Alime,Restaurantes/ Bares/ Lanchonetes,82.82,,,82.82,Cartão de Crédito,,,base
99app *99app,Combustível/ Passagens/ Uber / Sem Parar,12.3,,,12.3,Cartão de Crédito,,,base
Mabe Comercio De Alime,Restaurantes/ Bares/ Lanchonetes,113.36,,,113.36,Cartão de Crédito,,,base
99app *99app,Combustível/ Passagens/ Uber / Sem Parar,21.16,,,21.16,Cartão de Crédito,,,base
Pg *Medmanipulado Cedr,Cuidados Pessoais (Nutricionista / Medico / Suplemento),264,,,264,Cartão de Crédito,,,base
Pag*Zig,Restaurantes/ Bares/ Lanchonetes,27,,,27,Cartão de Crédito,,,base
Pag*Zig,Restaurantes/ Bares/ Lanchonetes,15,,,15,Cartão de Crédito,,,base
Swift E-Commerce,Supermercado,235.86,,,235.86,Cartão de Crédito,,,base
Alo Bebe *4104,Gastos com presentes,149.9,,,149.9,Cartão de Crédito,,,base
Pag*Padariamirella,Gastos pessoais,37.8,,,37.8,Cartão de Crédito,,,base
Pag*Zig,Restaurantes/ Bares/ Lanchonetes,13.5,,,13.5,Cartão de Crédito,,,base
Amazon Digital Br,Gastos pessoais,62.38,,,62.38,Cartão de Crédito,,,base
Amazon Digital Br,Gastos pessoais,45.29,,,45.29,Cartão de Crédito,,,base
Pao De Acucar-0061,Supermercado,42.24,,,42.24,Cartão de Crédito,,,base
Pg *Ze Delivery Ze Del,Restaurantes/ Bares/ Lanchonetes,9.73,,,9.73,Cartão de Crédito,,,base
99* Taxi 26mar 08h00mi,Combustível/ Passagens/ Uber / Sem Parar,24.8,,,24.8,Cartão de Crédito,,,base
Lanchonete Garotinha,Restaurantes/ Bares/ Lanchonetes,14.3,,,14.3,Cartão de Crédito,,,base
99app *99app,Combustível/ Passagens/ Uber / Sem Parar,23.6,,,23.6,Cartão de Crédito,,,base
Smiles Fidel*Ubercre(02/02),Combustível/ Passagens/ Uber / Sem Parar,200,2.0,2.0,200,Cartão de Crédito,,,base
Af Intern0231529068 (02/04),Viagens / Férias,1494.96,4.0,2.0,1494.96,Cartão de Crédito,,,base
Thomas Case *Thomasc(09/09),"Gastos com Educação (Inglês, MBA, Pós)",888.88,9.0,9.0,888.88,Cartão de Crédito,,,base
Fisia Nike Ecommer (09/10),Gastos com presentes,129.99,10.0,9.0,129.99,Cartão de Crédito,,,base
Esfera (12/12),Viagens / Férias,522.08,12.0,12.0,522.08,Cartão de Crédito,shared,,base
Rcp Comercio De Alimen,Restaurantes/ Bares/ Lanchonetes,38,,,38,Cartão de Crédito,,,base
Pousada Alapage Ltda(01/03),Viagens / Férias,317.48,3.0,1.0,317.48,Cartão de Crédito,,,base
Vieira De Morais Paes,Restaurantes/ Bares/ Lanchonetes,32,,,32,Cartão de Crédito,,,base
Reserva Spiguatemi (01/03),Gastos pessoais,223,3.0,1.0,223,Cartão de Crédito,,,base
Pao De Acucar-0061,Supermercado,239.46,,,239.46,Cartão de Crédito,,,base
Oxxo Princesa Isabel,Gastos pessoais,17.68,,,17.68,Cartão de Crédito,,,base
Ri Happy,Gastos com presentes,129.99,,,129.99,Cartão de Crédito,,,base
Grupo Capim Santo,Restaurantes/ Bares/ Lanchonetes,292.11,,,292.11,Cartão de Crédito,shared,,base
Caires Comercio De A,Restaurantes/ Bares/ Lanchonetes,61.05,,,61.05,Cartão de Crédito,,,base
Aze Sushi,Restaurantes/ Bares/ Lanchonetes,113.85,,,113.85,Cartão de Crédito,,,base
Filial Panini Scj,Restaurantes/ Bares/ Lanchonetes,177.57,,,177.57,Cartão de Crédito,,,base
Quiosque Shop Cidade J,Restaurantes/ Bares/ Lanchonetes,21.95,,,21.95,Cartão de Crédito,,,base
Loungekey,Viagens / Férias,-5.01,,,-5.01,Cartão de Crédito,,,base
Einstein Jardins (04/06),Cuidados Pessoais (Nutricionista / Medico / Suplemento),250.94,6.0,4.0,250.94,Cartão de Crédito,,,base
Otica Carol (05/10),Cuidados Pessoais (Nutricionista / Medico / Suplemento),390,10.0,5.0,390,Cartão de Crédito,,,base
PIX ENVIADO Maria Angela Bersani Cali,Gastos com presentes,279,,,279,Conta Corrente,,,base
PIX ENVIADO Alexandre de Arruda Botel,Gastos com presentes,72,,,72,Conta Corrente,,,base
PIX RECEBIDO ALEXANDRE DE ARRUDA BOTEL,Gastos com presentes,-672,,,-672,Conta Corrente,,,base
DEBITO AUT. CONTA GAS COMGAS,Conta de gás,87.65,,,87.65,Conta Corrente,shared,,base
PIX RECEBIDO RODRIGO JERONIMO LOURENCO,Gastos pessoais,-70,,,-70,Conta Corrente,,,base
PIX RECEBIDO LUKAS CARMONA MACEDO DE S,Gastos com presentes,-672,,,-672,Conta Corrente,,,base
PIX ENVIADO 260/0001/0000000565205221,Futevolei,30,,,30,Conta Corrente,,,base
PIX RECEBIDO VICTOR ELIE GUERRA ALTIT,Gastos pessoais,-70,,,-70,Conta Corrente,,,base
PIX RECEBIDO RAPHAEL GARCIA DE ARAUJO,Futevolei,-30,,,-30,Conta Corrente,,,base
PIX RECEBIDO GABRIEL MORINI,Gastos pessoais,-70,,,-70,Conta Corrente,,,base
PIX RECEBIDO 260/0001/0000000565205221,Gastos pessoais,-70,,,-70,Conta Corrente,,,base
PIX RECEBIDO Marcus Vinicius Bezerra B,Gastos pessoais,-70,,,-70,Conta Corrente,,,base
PIX RECEBIDO - DIF TIT SUL AMERICA SERVICOS DE S,Cuidados Pessoais (Nutricionista / Medico / Suplemento),-405,,,-405,Conta Corrente,,,base
PIX ENVIADO Carlos Roberto Pereira Ju,Obra casa,5000,,,5000,Conta Corrente,shared,,base
PIX ENVIADO Aline Ivanov de Sousa,Financiamento/Condominio,1000,,,1000,Conta Corrente,shared,,base
PIX ENVIADO Rodrigo Sabino Martins,Futevolei,130,,,130,Conta Corrente,,,base
PAGAMENTO DE BOLETO OUTROS BANCOS ZANGARI GESTAO DE SERVICO,Moradia (Financiamento/ Aluguel/ Condominio),1507.39,,,1507.39,Conta Corrente,shared,,base
PIX RECEBIDO 260/0001/0000000565205221,Futevolei,-2155,,,-2155,Conta Corrente,,,base
DEBITO AUT. CTA ENERGIA ELETRICA ENEL ENERGIA,Conta de luz,398.86,,,398.86,Conta Corrente,shared,,base
PEDAGIO ELETRONICO - SEM PARAR SEM PARAR,Combustível/ Passagens/ Uber / Sem Parar,1005.88,,,1005.88,Conta Corrente,shared,,base
PIX ENVIADO Amazon Servicos de Varejo,Gastos com presentes,1804.78,,,1804.78,Conta Corrente,shared,,base
Amazon Br,Gastos com casa (outros),151.06,,,151.06,Cartão de Crédito,shared,,base
99app *99app,Combustível/ Passagens/ Uber / Sem Parar,22.1,,,22.1,Cartão de Crédito,shared,,base
Claro Pgto Fatu Mensal,Planos de celular,262.08,,,262.08,Cartão de Crédito,shared,,base
99app *99app,Combustível/ Passagens/ Uber / Sem Parar,26.2,,,26.2,Cartão de Crédito,shared,,base
Casasba*Casas Bahia,Gastos com casa (outros),-0.06,,,-0.06,Cartão de Crédito,shared,,base
Casasba*Casas Bahia (02/08),Gastos com casa (outros),140.65,8.0,2.0,140.65,Cartão de Crédito,shared,,base
Victoria Belotti (03/03),Gastos com presentes,570,3.0,3.0,570,Cartão de Crédito,shared,,base
Fisia Nike Ecommer (03/04),Gastos com presentes,199.99,4.0,3.0,199.99,Cartão de Crédito,shared,,base
Alo Bebe *9222 (03/04),Gastos com presentes,207.17,4.0,3.0,207.17,Cartão de Crédito,shared,,base
Smiles Fidel*Txaemba(05/10),Viagens / Férias,73.84,10.0,5.0,73.84,Cartão de Crédito,shared,,base
Azul We*Fj6zjwcalice(05/10),Viagens / Férias,496.37,10.0,5.0,496.37,Cartão de Crédito,shared,,base
Esfera (05/10),Viagens / Férias,794.5,10.0,5.0,794.5,Cartão de Crédito,shared,,base
Livelo (11/12),Viagens / Férias,220.5,12.0,11.0,220.5,Cartão de Crédito,shared,,base
Pao De Acucar-0061,Supermercado,258.57,,,258.57,Cartão de Crédito,shared,,base
Pag*Nildoservicos,Carro (Manutenção/ IPVA/ Seguro),90,,,90,Cartão de Crédito,shared,,base
Uber *Uber *Trip,Combustível/ Passagens/ Uber / Sem Parar,19.92,,,19.92,Cartão de Crédito,shared,,base
Padoca Do Mani,Restaurantes/ Bares/ Lanchonetes,271.2,,,271.2,Cartão de Crédito,shared,,base
Nascimento Bateria (01/10),Carro (Manutenção/ IPVA/ Seguro),145,10.0,1.0,145,Cartão de Crédito,shared,,base
Uber *Uber *Trip,Combustível/ Passagens/ Uber / Sem Parar,25.93,,,25.93,Cartão de Crédito,shared,,base
Berlinf*Potenza Aicas,Combustível/ Passagens/ Uber / Sem Parar,100.05,,,100.05,Cartão de Crédito,shared,,base
Petlove Saude,Gastos com Cachorro,49.9,,,49.9,Cartão de Crédito,shared,,base
Ekam Posto,Combustível/ Passagens/ Uber / Sem Parar,50,,,50,Cartão de Crédito,shared,,base
Mister Plus Automotivo,Combustível/ Passagens/ Uber / Sem Parar,99.5,,,99.5,Cartão de Crédito,shared,,base
Uber *Uber *Trip,Combustível/ Passagens/ Uber / Sem Parar,25.63,,,25.63,Cartão de Crédito,shared,,base
Uber *Uber *Trip,Combustível/ Passagens/ Uber / Sem Parar,19.97,,,19.97,Cartão de Crédito,shared,,base
Uber *Uber *Trip,Combustível/ Passagens/ Uber / Sem Parar,25.21,,,25.21,Cartão de Crédito,shared,,base
Pao De Acucar-0061,Supermercado,415.37,,,415.37,Cartão de Crédito,shared,,base
Uber *Uber *Trip,Combustível/ Passagens/ Uber / Sem Parar,35.5,,,35.5,Cartão de Crédito,shared,,base
Rede Triunfo De Lava(02/02),Gastos com casa (outros),169.5,2.0,2.0,169.5,Cartão de Crédito,shared,,base
Azl Aero Vcp (03/04),Viagens / Férias,82,4.0,3.0,82,Cartão de Crédito,shared,,base
Mobly Megastore Pinh(10/10),Obra casa,89.98,10.0,10.0,89.98,Cartão de Crédito,shared,,base
Pag*Zig,Restaurantes/ Bares/ Lanchonetes,44.1,,,44.1,Cartão de Crédito,,,base
Oxxo Princesa Isabel,Gastos pessoais,7.99,,,7.99,Cartão de Crédito,,,base
Amazon Marketplace,Gastos com presentes,232.89,,,232.89,Cartão de Crédito,,,base
Trilha Cervejaria Ltda,Restaurantes/ Bares/ Lanchonetes,47,,,47,Cartão de Crédito,,,base
Johnraffs Barber E Sne,Cuidados Pessoais (Nutricionista / Medico / Suplemento),60,,,60,Cartão de Crédito,,,base
Spicy*Lego Brasil,Gastos com presentes,394.24,,,394.24,Cartão de Crédito,,,base
Mp *Omundodanuvem,Gastos com presentes,-124.9,,,-124.9,Cartão de Crédito,,,base
Ar Foods,Restaurantes/ Bares/ Lanchonetes,74,,,74,Cartão de Crédito,,,base
Lanchonete Da Cidade L,Restaurantes/ Bares/ Lanchonetes,36.22,,,36.22,Cartão de Crédito,,,base
Pag*Zig,Restaurantes/ Bares/ Lanchonetes,67.5,,,67.5,Cartão de Crédito,,,base
Piraja Comercio De Ali,Restaurantes/ Bares/ Lanchonetes,223.1,,,223.1,Cartão de Crédito,,,base
Heavy House Eventos E,Gastos pessoais,202.38,,,202.38,Cartão de Crédito,,,base
Nfs Catarina,Gastos pessoais,95.99,,,95.99,Cartão de Crédito,,,base
Amazonprimebr,"Gastos com mensalidades (Gympass, Spotfy, Unicef e Rappi)",14.9,,,14.9,Cartão de Crédito,shared,,base
Smiles Fidel*Ubercre(01/02),Combustível/ Passagens/ Uber / Sem Parar,200,2.0,1.0,200,Cartão de Crédito,,,base
Ocatoy Ltda,Gastos com presentes,319.9,,,319.9,Cartão de Crédito,,,base
Ocatoy Ltda,Gastos com presentes,-319.9,,,-319.9,Cartão de Crédito,,,base
Jk Gastronomia E Entre,Restaurantes/ Bares/ Lanchonetes,47.97,,,47.97,Cartão de Crédito,,,base
Pg *Lekure,Gastos com presentes,309,,,309,Cartão de Crédito,,,base
Pag*Zig,Restaurantes/ Bares/ Lanchonetes,124.2,,,124.2,Cartão de Crédito,,,base
Pag*Padariamirella,Gastos pessoais,29.8,,,29.8,Cartão de Crédito,,,base
Af Intern0231529068 (01/04),Viagens / Férias,1494.96,4.0,1.0,1494.96,Cartão de Crédito,,,base
Petlove - Campo Belo,Gastos com Cachorro,21.1,,,21.1,Cartão de Crédito,shared,,base
Ifd*Ifood,Restaurantes/ Bares/ Lanchonetes,2,,,2,Cartão de Crédito,,,base
Mercadolivre*Ltcomerc,Farmácia,177.9,,,177.9,Cartão de Crédito,,,base
Pag*Zig,Restaurantes/ Bares/ Lanchonetes,81,,,81,Cartão de Crédito,,,base
Pg *Bio2 Store,Cuidados Pessoais (Nutricionista / Medico / Suplemento),392.4,,,392.4,Cartão de Crédito,,,base
Swift E-Commerce,Supermercado,239.86,,,239.86,Cartão de Crédito,,,base
Pag*Zig,Restaurantes/ Bares/ Lanchonetes,79.8,,,79.8,Cartão de Crédito,,,base
Pg *Medmanipulado Ce(02/02),Cuidados Pessoais (Nutricionista / Medico / Suplemento),99.5,2.0,2.0,99.5,Cartão de Crédito,,,base
Mp *Growthsupplement(02/02),Cuidados Pessoais (Nutricionista / Medico / Suplemento),207.66,2.0,2.0,207.66,Cartão de Crédito,,,base
Thomas Case *Thomasc(08/09),"Gastos com Educação (Inglês, MBA, Pós)",888.88,9.0,8.0,888.88,Cartão de Crédito,,,base
Fisia Nike Ecommer (08/10),Gastos com presentes,129.99,10.0,8.0,129.99,Cartão de Crédito,,,base
Esfera (11/12),Viagens / Férias,522.08,12.0,11.0,522.08,Cartão de Crédito,shared,,base
Pao De Acucar-0061,Supermercado,400.11,,,400.11,Cartão de Crédito,,,base
Pao De Acucar-0061,Supermercado,433.73,,,433.73,Cartão de Crédito,,,base
1148drogasil,Farmácia,164.7,,,164.7,Cartão de Crédito,,,base
Uber *Uber *Trip,Combustível/ Passagens/ Uber / Sem Parar,23.16,,,23.16,Cartão de Crédito,,,base
Einstein Jardins (03/06),Cuidados Pessoais (Nutricionista / Medico / Suplemento),250.94,6.0,3.0,250.94,Cartão de Crédito,,,base
Otica Carol (04/10),Cuidados Pessoais (Nutricionista / Medico / Suplemento),390,10.0,4.0,390,Cartão de Crédito,,,base
PIX ENVIADO Maria Angela Bersani Cali,Gastos com presentes,150,,,150,Conta Corrente,,,base
PIX ENVIADO WISE BRASIL CORRETORA DE,Gastos pessoais,974.02,,,974.02,Conta Corrente,,,base
PIX RECEBIDO SARAH APARECIDA WEBER PRA,Gastos com presentes,-80,,,-80,Conta Corrente,,,base
PIX RECEBIDO THIAGO D PARREIRA,Gastos com presentes,-78.84,,,-78.84,Conta Corrente,,,base
PIX RECEBIDO VALCEMAR CARDOSO,Gastos com presentes,-78.84,,,-78.84,Conta Corrente,,,base
PIX RECEBIDO - DIF TIT JUAN CAVALCANTE DE OLIVEI,Gastos com presentes,-78.84,,,-78.84,Conta Corrente,,,base
DEBITO AUT. CONTA GAS COMGAS,Conta de gás,73.16,,,73.16,Conta Corrente,shared,,base
PIX ENVIADO 104/2926/0000000000284660,Financiamento/Condominio,4772.29,,,4772.29,Conta Corrente,shared,,base
DEBITO AUT. TRIBUTOS MUNICIPAIS Iptu24,Gastos com casa (outros),413.21,,,413.21,Conta Corrente,shared,,base
